"Flow","Type","Name","ActionName","ActionType","Details"
"WF_Compliance_Document_flow.flow-meta","ActionCall","Compliance_Documents_Reminder_Email_60","emailSimple","emailSimple","recipientAddresses=; senderType=OrgWideEmailAddress; senderAddress=grants.support@wadhwanifoundation.org; useEmailTemplate=True; emailTemplateName=; recipientId=; relatedRecordId="
"WF_Compliance_Document_flow.flow-meta","ActionCall","Compliance_Documents_Reminder_Email_90","emailSimple","emailSimple","recipientAddresses=; senderType=OrgWideEmailAddress; senderAddress=grants.support@wadhwanifoundation.org; useEmailTemplate=True; emailTemplateName=; recipientId=; relatedRecordId="
"WF_Compliance_Document_flow.flow-meta","ActionCall","Document_Expired","emailSimple","emailSimple","recipientAddresses=; senderType=OrgWideEmailAddress; senderAddress=grants.support@wadhwanifoundation.org; useEmailTemplate=True; emailTemplateName=; recipientId=; relatedRecordId="
"WF_Compliance_Document_flow.flow-meta","ActionCall","Document_Submitted_Applicant","emailSimple","emailSimple","recipientAddresses=; senderType=OrgWideEmailAddress; senderAddress=grants.support@wadhwanifoundation.org; useEmailTemplate=True; emailTemplateName=; recipientId=; relatedRecordId="
"WF_Compliance_Document_flow.flow-meta","ActionCall","Document_Upload_Started","emailSimple","emailSimple","recipientAddresses=; senderType=OrgWideEmailAddress; senderAddress=grants.support@wadhwanifoundation.org; useEmailTemplate=True; emailTemplateName=; recipientId=; relatedRecordId="
"WF_Compliance_Document_flow.flow-meta","ActionCall","Send_Doc_Revision_Email","emailSimple","emailSimple","recipientAddresses=; senderType=OrgWideEmailAddress; senderAddress=grants.support@wadhwanifoundation.org; useEmailTemplate=True; emailTemplateName=; recipientId=; relatedRecordId="
"WF_Compliance_Document_flow.flow-meta","ActionCall","Send_Onboarding_Rejected_Email","emailSimple","emailSimple","recipientAddresses=; senderType=OrgWideEmailAddress; senderAddress=grants.support@wadhwanifoundation.org; useEmailTemplate=True; emailTemplateName=; recipientId=; relatedRecordId="
"WF_Compliance_Document_flow.flow-meta","ActionCall","Send_Onboarding_Suspended_Email","emailSimple","emailSimple","recipientAddresses=; senderType=OrgWideEmailAddress; senderAddress=grants.support@wadhwanifoundation.org; useEmailTemplate=True; emailTemplateName=; recipientId=; relatedRecordId="
"WIN_Assign_proposals_to_reviewers.flow-meta","ActionCall","Copy_1_of_Send_email_to_reviewer","emailSimple","emailSimple","emailAddresses=; senderType=OrgWideEmailAddress; senderAddress=wcf@wadhwanifoundation.org; composeEmailContent=True; emailSubject=New Proposal Assigned for Review; emailBody=<p><span style=""font-size: 14px;"">Dear {!Get_users.Contact.Salutation} {!Get_users.Name},</span></p><p><span style=""font-size: 14px;"">You???ve been assigned a project proposal titled </span><span style=""font-size: 14px; background-color: rgb(255, 255, 255); color: rgb(68, 68, 68);"">{!Loop_through_proposals.Project_Title__c} for review </span><span style=""font-size: 14px;"">under the Wadhwani Innovation Network (WIN).</span></p><p><strong style=""font-size: 14px;"">Review Deadline:</strong><span style=""font-size: 14px;""> Within </span><strong style=""font-size: 14px;"">10 days</strong><span style=""font-size: 14px;""> from the receipt of this email.</span></p><p><span style=""font-size: 14px; background-color: rgb(255, 255, 255); color: rgb(68, 68, 68);"">Please complete your review using this</span><a href=""https://wadhwanifoundation--wfdev.sandbox.my.site.com/ProposallReviewerPortal"" rel=""noopener noreferrer"" target=""_blank"" style=""font-size: 14px; color: rgb(18, 132, 189);""> link</a><span style=""font-size: 14px; color: rgb(18, 132, 189);"">.</span></p><p><span style=""font-size: 14px;"">For any support or queries, feel free to reach out to us at </span><strong style=""font-size: 14px;"">win@wadhwanifoundation.org</strong><span style=""font-size: 14px;"">.</span></p><p><span style=""font-size: 14px;"">Thank you for your valuable contribution to our mission of fostering innovation and impactful research.</span></p><p><br></p><p>Best Regards,</p><p><strong>WIN Management Team</strong></p><p><span style=""color: rgb(68, 68, 68); background-color: rgb(255, 255, 255);"">???</span></p>; sendRichBody=; recipientId="
"WIN_Invite_Reviewers.flow-meta","ActionCall","Send_invite_email_to_reviewers","emailSimple","emailSimple","recipientAddresses=; senderType=OrgWideEmailAddress; senderAddress=wcf@wadhwanifoundation.org; composeEmailContent=True; emailSubject=Invitation to Join as an Expert Reviewer ??? Wadhwani Innovation Network; emailBody=; sendRichBody=; recipientId=; logEmailOnSend="
"Win_PI_Form.flow-meta","ActionCall","UpdatePortalContact","UpdatePortalContact","apex","CategoryOfApplicant=; ContactId=; Department=; Designation=; Phone="
"WIN_Proposal_Submission_Sent_email_Flow.flow-meta","ActionCall","Application_Rejected_for_Funding","IndividualApplication.Rejected_For_Funding_COE","emailAlert","SObjectRowId="
"WIN_Proposal_Submission_Sent_email_Flow.flow-meta","ActionCall","Approved_for_Funding_Proposals","IndividualApplication.Approved_For_Funding_COE","emailAlert","SObjectRowId="
"WIN_Proposal_Submission_Sent_email_Flow.flow-meta","ActionCall","Proposal_Approved_by_WIN","IndividualApplication.Application_Approved_for_COE","emailAlert","SObjectRowId="
"WIN_Proposal_Submission_Sent_email_Flow.flow-meta","ActionCall","Proposal_Asked_for_Resubmission_by_COE","IndividualApplication.Resubmission_Required_by_COE","emailAlert","SObjectRowId="
"WIN_Proposal_Submission_Sent_email_Flow.flow-meta","ActionCall","Proposal_Rejected_by_WIN","IndividualApplication.Application_Rejected_by_WIN","emailAlert","SObjectRowId="
"WIN_Proposal_Submission_Sent_email_Flow.flow-meta","ActionCall","Proposal_Submitted_to_WIN_Admin","IndividualApplication.Proposal_Submission_Confirmation_WIN_COE","emailAlert","SObjectRowId="
"WIN_Proposal_Submission_Sent_email_Flow.flow-meta","ActionCall","Send_email_to_COE_for_resubmission","IndividualApplication.COE_Resubmission_Required","emailAlert","SObjectRowId="
"WIN_Proposal_Submission_Sent_email_Flow.flow-meta","ActionCall","Send_email_to_COE_on_approval","IndividualApplication.COE_Application_Approved","emailAlert","SObjectRowId="
"WIN_Proposal_Submission_Sent_email_Flow.flow-meta","ActionCall","Send_email_to_COE_on_rejection","IndividualApplication.COE_Application_Rejected","emailAlert","SObjectRowId="
"WIN_Proposal_Submission_Sent_email_Flow.flow-meta","ActionCall","Send_email_to_COE_on_submission","IndividualApplication.COE_Application_Submitted","emailAlert","SObjectRowId="
"WIN_Proposal_Submission_Sent_email_Flow.flow-meta","ActionCall","Send_email_to_PI_asking_for_resubmission_from_WIN","IndividualApplication.Resubmission_Required_from_WIN_to_PI","emailAlert","SObjectRowId="
"WIN_Proposal_Submission_Sent_email_Flow.flow-meta","ActionCall","Send_email_to_PI_for_resubmission","IndividualApplication.PI_Resubmission_Required","emailAlert","SObjectRowId="
"WIN_Proposal_Submission_Sent_email_Flow.flow-meta","ActionCall","Send_email_to_PI_on_approval","IndividualApplication.PI_Application_Approved","emailAlert","SObjectRowId="
"WIN_Proposal_Submission_Sent_email_Flow.flow-meta","ActionCall","Send_email_to_PI_on_confirmation","IndividualApplication.PI_New_confirmation_proposal_submission","emailAlert","SObjectRowId="
"WIN_Proposal_Submission_Sent_email_Flow.flow-meta","ActionCall","Send_email_to_PI_on_rejection","IndividualApplication.PI_Application_not_shortlisted_for_funding","emailAlert","SObjectRowId="
"WIN_Proposal_Submission_Sent_email_Flow.flow-meta","ActionCall","Send_Mail_to_COE_on_proposal_get_shortlisted_on_Level_1","IndividualApplication.Level_1_Shortlisted_Email_to_COE","emailAlert","SObjectRowId="
"WIN_Proposal_Submission_Sent_email_Flow.flow-meta","ActionCall","Send_mail_to_Coe_when_proposal_got_rejected_on_level_1","IndividualApplication.Level_1_not_Shortlisted_Email_to_COE","emailAlert","SObjectRowId="
"WIN_Proposal_Submission_Sent_email_Flow.flow-meta","ActionCall","Send_Notifcation_to_COE","customNotificationAction","customNotificationAction","customNotifTypeId=; recipientIds=; title=New Proposal Submission; body=; targetId="
"WIN_Proposal_Submission_Sent_email_Flow.flow-meta","ActionCall","Send_Notification_to_COE_on_Win_Approval","customNotificationAction","customNotificationAction","customNotifTypeId=; recipientIds=; title=Proposal Approved; body=; targetId="
"WIN_Proposal_Submission_Sent_email_Flow.flow-meta","ActionCall","Send_Notification_to_COE_on_Win_Ask_for_Revision","customNotificationAction","customNotificationAction","customNotifTypeId=; recipientIds=; title=Proposal Asked for Revision; body=; targetId="
"WIN_Proposal_Submission_Sent_email_Flow.flow-meta","ActionCall","Send_Notification_to_COE_on_Win_Rejection","customNotificationAction","customNotificationAction","customNotifTypeId=; recipientIds=; title=Proposal Not Shorlisted; body=; targetId="
"WIN_Proposal_Submission_Sent_email_Flow.flow-meta","ActionCall","Send_Notification_to_PI_on_COE_Approval","customNotificationAction","customNotificationAction","customNotifTypeId=; recipientIds=; title=Proposal Approved; body=; targetId="
"WIN_Proposal_Submission_Sent_email_Flow.flow-meta","ActionCall","Send_Notification_to_PI_on_COE_Ask_for_Revision","customNotificationAction","customNotificationAction","customNotifTypeId=; recipientIds=; title=Proposal Asked for Revision by COE; body=; targetId="
"WIN_Proposal_Submission_Sent_email_Flow.flow-meta","ActionCall","Send_Notification_to_PI_on_COE_Rejection","customNotificationAction","customNotificationAction","customNotifTypeId=; recipientIds=; title=Proposal Not Shortlisted; body=; targetId="
"WIN_Proposal_Submission_Sent_email_Flow.flow-meta","ActionCall","Send_Notification_to_PI_on_Win_Approval","customNotificationAction","customNotificationAction","customNotifTypeId=; recipientIds=; title=Proposal Approved; body=; targetId="
"WIN_Proposal_Submission_Sent_email_Flow.flow-meta","ActionCall","Send_Notification_to_PI_on_Win_Ask_for_Revision","customNotificationAction","customNotificationAction","customNotifTypeId=; recipientIds=; title=Proposal Asked for Revision; body=; targetId="
"WIN_Proposal_Submission_Sent_email_Flow.flow-meta","ActionCall","Send_Notification_to_PI_on_Win_Rejection","customNotificationAction","customNotificationAction","customNotifTypeId=; recipientIds=; title=Proposal Not Shorlisted; body=; targetId="
"WIN_Proposal_Submission_Sent_email_Flow.flow-meta","ActionCall","Send_Notification_to_WIn","customNotificationAction","customNotificationAction","customNotifTypeId=; recipientIds=; title=Proposal Submitted for Approval; body=; targetId="
"WIN_Reviewer_User_creation.flow-meta","ActionCall","Create_reviewer_as_user","WINReviewerUserManager","apex","accountId="
"WIN_Reviewer_User_creation.flow-meta","ActionCall","Send_invite_email","emailSimple","emailSimple","recipientAddresses=; senderType=OrgWideEmailAddress; senderAddress=wcf@wadhwanifoundation.org; composeEmailContent=True; emailSubject=Invitation to Join as an Expert Reviewer ??? Wadhwani Innovation Network; emailBody=; sendRichBody=; recipientId=; logEmailOnSend="
